pelanggan_id,nama_pelanggan,kota,tanggal_daftar,segmen
P02255,Irfan Kusuma,Semarang,2024-05-18,Reguler
P02256,Rangga Aditya,Surabaya,2023-04-09,Reguler
P02257,Fajar Puspita,Tangerang Selatan,2025-07-26,Reguler
P02258,Putri Ramadhan,Jakarta Barat,2023-05-22,Member
P02259,Yanti Puspita,Semarang,2025-04-10,Reguler
P02260,Hesti Maulana,Jakarta Barat,2023-07-16,Member
P02261,Hana Aditya,Semarang,2025-08-14,Reguler
P02262,Irfan Nugroho,Semarang,2023-08-24,Member
P02263,Jihan Permana,Malang,2023-10-15,Member
P02264,Putri Hartono,Semarang,2025-07-27,Reguler
P02265,Dewi Maulana,Malang,2025-04-29,Member
P02266,Tono Aditya,Semarang,2024-09-06,Reguler
P02267,Eka Aditya,Depok,2023-09-22,Reguler
P02268,Udin Maulana,Surabaya,2023-11-25,Member
P02269,Yanti Saputra,Bandung,2024-05-05,Member
P02270,Indra Santoso,Bandung,2024-01-01,Reguler
P02271,Fajar Saputra,Jakarta Selatan,2023-08-20,Reguler
P02272,Lestari Lestari,Bandung,2023-05-16,Reguler
P02273,Eka Gunawan,Denpasar,2023-05-06,Reguler
P02274,Galih Ramadhan,Malang,2023-05-13,Member
P02275,Dian Setiawan,Jakarta Selatan,2025-08-07,Reguler
P02276,Lestari Aditya,Surabaya,2023-03-19,Member
P02277,Eka Wijaya,Jakarta Selatan,2024-03-05,Reguler
P02278,Budi Saputra,Surabaya,2024-05-13,Reguler
P02279,Eka Rahayu,Semarang,2025-04-16,Reguler
P02280,Putri Lestari,Malang,2023-06-26,Reguler
P02281,Okta Firmansyah,Yogyakarta,2023-06-10,Reguler
P02282,Putri Wijaya,Surabaya,2025-03-20,Member
P02283,Citra Pratama,Surabaya,2023-09-25,Member
P02284,Lukman Ramadhan,Depok,2024-06-01,Reguler
P02285,Udin Kusuma,Surabaya,2025-05-28,Premium
P02286,Maya Permana,Jakarta Selatan,2023-07-11,Member
P02287,Rangga Hartono,Semarang,2025-01-29,Reguler
P02288,Naufal Pratama,Malang,2023-09-03,Reguler
P02289,Hana Suryani,Makassar,2023-06-29,Reguler
P02290,Dian Santoso,Bandung,2024-10-31,Member
P02291,Jihan Anggraini,Jakarta Barat,2024-07-10,Premium
P02292,Yanti Permana,Bandung,2025-03-24,Member
P02293,Farah Anggraini,Bandung,2024-02-11,Reguler
P02294,Fajar Setiawan,Surabaya,2025-07-26,Reguler
P02295,Citra Puspita,Jakarta Selatan,2023-04-15,Reguler
P02296,Indra Pratama,Jakarta Barat,2023-09-05,Member
P02297,Maya Firmansyah,Makassar,2024-07-30,Premium
P02298,Oki Wijaya,Malang,2025-04-06,Member
P02299,Wahyu Nugroho,Yogyakarta,2024-05-09,Reguler
P02300,Lestari Maulana,Bekasi,2024-11-14,Reguler
P02301,Oki Wijaya,Semarang,2023-07-01,Reguler
P02302,Wahyu Puspita,Depok,2023-04-07,Premium
P02303,Irfan Kusuma,Bekasi,2024-09-11,Reguler
P02304,Lestari Hartono,Denpasar,2023-06-22,Member
P02305,Kirana Wijaya,Tangerang Selatan,2023-12-19,Reguler
P02306,Bayu Kusuma,Denpasar,2024-11-30,Reguler
P02307,Galih Maulana,Jakarta Selatan,2025-08-31,Reguler
P02308,Jihan Wijaya,Yogyakarta,2024-12-19,Reguler
P02309,Budi Pratama,Bekasi,2025-07-02,Member
P02310,Bayu Rahayu,Tangerang Selatan,2023-05-02,Reguler
P02311,Nanda Kusuma,Jakarta Barat,2023-04-06,Member
P02312,Mila Gunawan,Yogyakarta,2024-02-10,Reguler
P02313,Indra Setiawan,Jakarta Barat,2023-02-02,Reguler
P02314,Adi Ramadhan,Jakarta Selatan,2023-09-03,Reguler
P02315,Hesti Setiawan,Malang,2025-06-15,Reguler
P02316,Udin Santoso,Bekasi,2023-09-13,Member
P02317,Putri Firmansyah,Bekasi,2023-01-06,Reguler
P02318,Oki Saputra,Bekasi,2023-05-05,Reguler
P02319,Jihan Anggraini,Tangerang Selatan,2024-07-24,Reguler
P02320,Gita Firmansyah,Denpasar,2024-03-20,Reguler
P02321,Okta Wijaya,Jakarta Barat,2023-07-30,Member
P02322,Kirana Halim,Yogyakarta,2024-04-21,Member
P02323,Budi Hartono,Surabaya,2023-06-27,Member
P02324,Putri Wijaya,Denpasar,2023-05-07,Reguler
P02325,Yanti Gunawan,Jakarta Barat,2025-02-14,Member
P02326,Dian Nugroho,Denpasar,2025-03-19,Member
P02327,Fajar Firmansyah,Yogyakarta,2024-06-10,Member
P02328,Kartika Nugroho,Bandung,2024-08-02,Member
P02329,Indra Hartono,Malang,2025-02-02,Member
P02330,Naufal Saputra,Depok,2024-06-23,Member
P02331,Putri Nugroho,Bandung,2024-07-13,Member
P02332,Vina Anggraini,Semarang,2023-04-15,Member
P02333,Indra Lestari,Jakarta Barat,2024-06-08,Reguler
P02334,Jihan Ramadhan,Jakarta Selatan,2023-09-27,Reguler
P02335,Wahyu Santoso,Tangerang Selatan,2024-05-03,Reguler
P02336,Sari Anggraini,Jakarta Selatan,2025-06-08,Member
P02337,Hana Halim,Yogyakarta,2024-10-18,Member
P02338,Vina Gunawan,Jakarta Selatan,2024-06-03,Reguler
P02339,Oki Pratama,Jakarta Selatan,2025-08-21,Reguler
P02340,Gita Santoso,Semarang,2025-05-31,Reguler
P02341,Kirana Wijaya,Tangerang Selatan,2023-02-04,Reguler
P02342,Putri Hartono,Semarang,2025-05-02,Member
P02343,Bayu Maulana,Surabaya,2024-03-29,Reguler
P02344,Adi Firmansyah,Bekasi,2023-09-25,Reguler
P02345,Farah Lestari,Tangerang Selatan,2023-12-05,Reguler
P02346,Eka Gunawan,Bandung,2025-08-31,Reguler
P02347,Okta Ramadhan,Surabaya,2025-02-22,Reguler
P02348,Tono Kusuma,Bekasi,2023-03-01,Reguler
P02349,Wahyu Santoso,Semarang,2025-04-27,Reguler
P02350,Gita Lestari,Surabaya,2024-11-09,Member
P02351,Eka Ramadhan,Tangerang Selatan,2023-02-04,Reguler
P02352,Lestari Santoso,Jakarta Selatan,2023-08-06,Reguler
P02353,Naufal Firmansyah,Surabaya,2025-08-14,Member
P02354,Hana Puspita,Jakarta Barat,2023-07-29,Member
P02355,Kartika Suryani,Makassar,2025-03-02,Member
P02356,Kartika Pratama,Tangerang Selatan,2025-01-03,Reguler
P02357,Kirana Setiawan,Yogyakarta,2025-08-23,Reguler
P02358,Adi Ramadhan,Depok,2025-04-06,Reguler
P02359,Bayu Aditya,Semarang,2025-08-24,Reguler
P02360,Hesti Nugroho,Jakarta Selatan,2023-01-22,Reguler
P02361,Eka Hartono,Semarang,2023-02-27,Reguler
P02362,Fajar Nugroho,Semarang,2023-06-01,Reguler
P02363,Zaki Pratama,Depok,2025-07-15,Member
P02364,Tono Maulana,Bekasi,2024-08-05,Reguler
P02365,Irfan Puspita,Jakarta Barat,2023-10-24,Reguler
P02366,Wahyu Lestari,Surabaya,2023-10-24,Reguler
P02367,Budi Lestari,Surabaya,2023-02-19,Reguler
P02368,Hesti Suryani,Jakarta Selatan,2024-09-08,Member
P02369,Putri Saputra,Malang,2023-04-01,Member
P02370,Oki Setiawan,Makassar,2025-02-05,Reguler
P02371,Lukman Suryani,Bekasi,2023-05-07,Reguler
P02372,Rangga Maulana,Depok,2023-06-22,Reguler
P02373,Putri Nugroho,Malang,2025-02-19,Reguler
P02374,Citra Aditya,Denpasar,2025-01-01,Reguler
P02375,Kartika Nugroho,Jakarta Barat,2023-07-02,Member
P02376,Dewi Halim,Semarang,2024-09-04,Reguler
P02377,Oki Lestari,Bandung,2024-08-28,Reguler
P02378,Vina Aditya,Makassar,2025-07-09,Reguler
P02379,Jihan Gunawan,Bekasi,2023-03-27,Reguler
P02380,Jihan Puspita,Bekasi,2025-01-17,Reguler
P02381,Galih Gunawan,Jakarta Barat,2025-05-05,Member
P02382,Udin Pratama,Surabaya,2023-08-22,Reguler
P02383,Lukman Saputra,Semarang,2023-05-23,Member
P02384,Gita Lestari,Makassar,2023-11-12,Member
P02385,Vina Halim,Makassar,2024-10-15,Reguler
P02386,Kartika Saputra,Makassar,2025-07-09,Member
P02387,Kartika Permana,Semarang,2024-07-10,Member
P02388,Fajar Pratama,Yogyakarta,2024-04-10,Member
P02389,Kirana Halim,Bandung,2023-04-08,Member
P02390,Bayu Maulana,Jakarta Selatan,2025-06-08,Reguler
P02391,Citra Santoso,Bekasi,2025-03-27,Member
P02392,Dewi Gunawan,Tangerang Selatan,2024-03-26,Reguler
P02393,Irfan Ramadhan,Jakarta Selatan,2024-05-31,Member
P02394,Adi Maulana,Jakarta Barat,2024-07-11,Member
P02395,Tono Permana,Malang,2025-09-17,Reguler
P02396,Putri Puspita,Yogyakarta,2025-02-18,Reguler
P02397,Budi Suryani,Tangerang Selatan,2023-02-06,Reguler
P02398,Galih Firmansyah,Surabaya,2023-11-17,Reguler
P02399,Maya Hartono,Yogyakarta,2024-09-12,Member
P02400,Irfan Santoso,Depok,2023-09-12,Member
P02401,Kirana Aditya,Bandung,2024-02-09,Premium
P02402,Indra Maulana,Tangerang Selatan,2024-05-05,Premium
P02403,Vina Pratama,Bandung,2024-01-11,Reguler
P02404,Naufal Maulana,Depok,2024-02-08,Premium
P02405,Dian Maulana,Depok,2025-07-16,Reguler
P02406,Jihan Santoso,Tangerang Selatan,2025-02-24,Reguler
P02407,Oki Kusuma,Denpasar,2024-06-16,Reguler
P02408,Lukman Puspita,Bekasi,2024-08-04,Reguler
P02409,Zaki Halim,Jakarta Selatan,2024-01-31,Reguler
P02410,Oki Wijaya,Makassar,2025-05-31,Reguler
P02411,Farah Aditya,Surabaya,2023-01-14,Reguler
P02412,Hesti Lestari,Tangerang Selatan,2024-11-12,Member
P02413,Naufal Anggraini,Surabaya,2025-04-17,Reguler
P02414,Kirana Wijaya,Surabaya,2023-08-17,Reguler
P02415,Galih Setiawan,Jakarta Barat,2025-04-17,Member
P02416,Hana Saputra,Jakarta Barat,2023-04-19,Member
P02417,Lestari Anggraini,Tangerang Selatan,2025-01-27,Member
P02418,Galih Anggraini,Surabaya,2025-08-14,Reguler
P02419,Lukman Kusuma,Jakarta Barat,2024-11-14,Reguler
P02420,Nanda Anggraini,Jakarta Barat,2024-05-14,Member
P02421,Hana Santoso,Yogyakarta,2024-05-08,Reguler
P02422,Dewi Pratama,Tangerang Selatan,2023-08-05,Reguler
P02423,Lukman Nugroho,Surabaya,2023-01-26,Premium
P02424,Irfan Rahayu,Surabaya,2023-08-08,Premium
P02425,Joko Halim,Surabaya,2025-02-26,Member
P02426,Putri Firmansyah,Surabaya,2024-02-10,Reguler
P02427,Lestari Pratama,Makassar,2024-08-20,Reguler
P02428,Naufal Santoso,Semarang,2023-07-01,Member
P02429,Hesti Halim,Bekasi,2023-01-26,Premium
P02430,Eka Puspita,Jakarta Barat,2025-07-14,Reguler
P02431,Kirana Wijaya,Surabaya,2023-04-11,Reguler
P02432,Adi Kusuma,Surabaya,2024-11-23,Member
P02433,Kirana Maulana,Makassar,2025-09-11,Reguler
P02434,Hesti Kusuma,Surabaya,2025-08-07,Member
P02435,Jihan Firmansyah,Bandung,2025-01-13,Member
P02436,Mila Puspita,Denpasar,2024-03-06,Member
P02437,Yanti Puspita,Surabaya,2024-02-27,Reguler
P02438,Budi Anggraini,Bandung,2024-02-19,Reguler
P02439,Lestari Firmansyah,Bekasi,2025-04-04,Reguler
P02440,Kartika Nugroho,Denpasar,2025-06-09,Premium
P02441,Nanda Santoso,Bandung,2023-11-21,Reguler
P02442,Maya Anggraini,Bekasi,2024-06-25,Reguler
P02443,Zaki Setiawan,Bandung,2024-01-23,Premium
P02444,Kirana Pratama,Bekasi,2024-03-30,Member
P02445,Lukman Puspita,Jakarta Barat,2025-01-31,Reguler
P02446,Adi Pratama,Malang,2023-06-08,Reguler
P02447,Citra Aditya,Jakarta Selatan,2024-10-02,Reguler
P02448,Putri Lestari,Jakarta Selatan,2025-03-25,Reguler
P02449,Dewi Anggraini,Semarang,2024-10-11,Reguler
P02450,Wahyu Kusuma,Jakarta Selatan,2024-06-14,Reguler
P02451,Mila Rahayu,Denpasar,2024-06-17,Premium
P02452,Nanda Maulana,Tangerang Selatan,2023-10-15,Reguler
P02453,Maya Ramadhan,Surabaya,2023-11-05,Member
P02454,Naufal Rahayu,Tangerang Selatan,2023-10-09,Member
P02455,Maya Aditya,Jakarta Selatan,2024-06-25,Reguler
P02456,Bayu Suryani,Jakarta Barat,2024-10-10,Premium
P02457,Dian Lestari,Denpasar,2024-10-06,Member
P02458,Citra Wijaya,Depok,2023-04-03,Reguler
P02459,Farah Suryani,Denpasar,2024-01-15,Reguler
P02460,Kirana Lestari,Jakarta Barat,2023-11-18,Member
P02461,Adi Suryani,Jakarta Barat,2025-09-05,Member
P02462,Kartika Setiawan,Yogyakarta,2023-03-19,Member
P02463,Dian Anggraini,Surabaya,2024-03-10,Reguler
P02464,Citra Kusuma,Yogyakarta,2025-09-11,Reguler
P02465,Okta Suryani,Jakarta Barat,2023-03-04,Reguler
P02466,Gita Wijaya,Bandung,2023-07-12,Reguler
P02467,Naufal Maulana,Bandung,2023-07-07,Reguler
P02468,Kirana Maulana,Makassar,2025-03-15,Member
P02469,Wahyu Anggraini,Bekasi,2023-04-05,Reguler
P02470,Hesti Permana,Jakarta Barat,2025-03-07,Premium
P02471,Oki Permana,Malang,2024-07-01,Reguler
P02472,Fajar Nugroho,Yogyakarta,2023-04-17,Reguler
P02473,Vina Nugroho,Yogyakarta,2024-03-24,Reguler
P02474,Putri Saputra,Malang,2024-11-20,Member
P02475,Hana Puspita,Bandung,2024-08-27,Member
P02476,Rangga Anggraini,Malang,2023-03-06,Member
P02477,Lestari Puspita,Semarang,2025-09-10,Reguler
P02478,Yanti Setiawan,Jakarta Selatan,2023-10-06,Reguler
P02479,Putri Maulana,Makassar,2023-12-06,Reguler
P02480,Vina Ramadhan,Makassar,2024-11-27,Premium
P02481,Joko Ramadhan,Depok,2023-05-17,Reguler
P02482,Sari Gunawan,Denpasar,2025-06-29,Premium
P02483,Bayu Maulana,Depok,2025-03-25,Premium
P02484,Sari Kusuma,Semarang,2024-02-03,Reguler
P02485,Budi Maulana,Surabaya,2023-07-16,Member
P02486,Oki Halim,Bandung,2024-07-25,Premium
P02487,Mila Hartono,Makassar,2023-08-14,Reguler
P02488,Dian Nugroho,Yogyakarta,2023-12-08,Reguler
P02489,Dian Saputra,Jakarta Barat,2023-12-20,Reguler
P02490,Joko Gunawan,Tangerang Selatan,2023-05-18,Reguler
P02491,Citra Saputra,Surabaya,2024-05-03,Reguler
P02492,Kirana Puspita,Semarang,2023-02-23,Reguler
P02493,Oki Kusuma,Semarang,2024-11-29,Member
P02494,Rangga Nugroho,Jakarta Selatan,2023-12-22,Reguler
P02495,Zaki Firmansyah,Malang,2024-02-27,Reguler
P02496,Budi Lestari,Jakarta Selatan,2025-02-03,Reguler
P02497,Farah Lestari,Makassar,2023-02-21,Reguler
P02498,Putri Wijaya,Jakarta Barat,2025-01-30,Member
P02499,Mila Pratama,Bekasi,2023-01-09,Reguler
P02500,Joko Santoso,Denpasar,2023-05-22,Reguler
P02501,Rangga Setiawan,Tangerang Selatan,2023-05-08,Reguler
P02502,Zaki Nugroho,Bekasi,2023-07-21,Member
P02503,Jihan Halim,Jakarta Selatan,2024-10-13,Member
P02504,Gita Aditya,Surabaya,2024-08-17,Member
P02505,Kirana Kusuma,Semarang,2023-11-20,Reguler
P02506,Sari Halim,Jakarta Barat,2025-02-01,Member
P02507,Kartika Maulana,Bandung,2023-11-17,Reguler
P02508,Wahyu Anggraini,Jakarta Barat,2023-01-24,Member
P02509,Maya Gunawan,Jakarta Selatan,2023-02-17,Reguler
P02510,Kirana Ramadhan,Malang,2024-08-17,Reguler
P02511,Rangga Permana,Jakarta Selatan,2023-12-26,Member
P02512,Jihan Halim,Surabaya,2023-07-24,Reguler
P02513,Naufal Nugroho,Bandung,2023-04-28,Member
P02514,Oki Wijaya,Jakarta Barat,2024-08-24,Member
P02515,Budi Santoso,Malang,2025-04-08,Premium
P02516,Farah Suryani,Jakarta Selatan,2025-02-11,Reguler
P02517,Udin Ramadhan,Jakarta Barat,2023-10-05,Reguler
P02518,Fajar Rahayu,Bandung,2024-07-25,Reguler
P02519,Adi Pratama,Bandung,2024-09-13,Premium
P02520,Okta Pratama,Makassar,2023-05-17,Premium
P02521,Yanti Maulana,Bandung,2024-10-26,Member
P02522,Putri Halim,Surabaya,2025-09-03,Member
P02523,Hesti Suryani,Jakarta Selatan,2024-12-17,Member
P02524,Sari Halim,Bekasi,2024-06-22,Member
P02525,Dian Anggraini,Semarang,2024-11-28,Reguler
P02526,Yanti Anggraini,Surabaya,2025-02-27,Reguler
P02527,Hesti Permana,Tangerang Selatan,2024-07-28,Member
P02528,Udin Nugroho,Jakarta Selatan,2025-03-16,Premium
P02529,Nanda Kusuma,Semarang,2024-04-16,Member
P02530,Oki Halim,Surabaya,2024-04-02,Reguler
P02531,Lestari Rahayu,Tangerang Selatan,2023-12-29,Member
P02532,Indra Permana,Surabaya,2025-07-05,Reguler
P02533,Farah Nugroho,Jakarta Barat,2024-07-28,Member
P02534,Gita Firmansyah,Jakarta Barat,2024-04-08,Reguler
P02535,Indra Firmansyah,Semarang,2025-08-26,Premium
P02536,Kartika Hartono,Depok,2023-02-16,Reguler
P02537,Tono Suryani,Depok,2024-10-31,Reguler
P02538,Galih Suryani,Bandung,2023-04-13,Member
P02539,Udin Kusuma,Surabaya,2023-08-01,Reguler
P02540,Hana Rahayu,Bekasi,2024-05-26,Reguler
P02541,Zaki Pratama,Tangerang Selatan,2025-07-31,Reguler
P02542,Sari Pratama,Tangerang Selatan,2023-11-27,Reguler
P02543,Fajar Setiawan,Bandung,2025-03-23,Member
P02544,Putri Suryani,Jakarta Selatan,2023-01-31,Member
P02545,Adi Puspita,Semarang,2024-01-17,Reguler
P02546,Oki Lestari,Tangerang Selatan,2024-01-28,Reguler
P02547,Citra Kusuma,Jakarta Selatan,2023-07-06,Member
P02548,Farah Setiawan,Depok,2025-04-08,Member
P02549,Adi Hartono,Jakarta Selatan,2023-07-14,Reguler
P02550,Irfan Gunawan,Surabaya,2025-07-05,Member
P02551,Yanti Firmansyah,Jakarta Selatan,2024-07-18,Reguler
P02552,Dewi Maulana,Semarang,2024-03-28,Premium
P02553,Lestari Puspita,Depok,2023-11-12,Member
P02554,Dewi Nugroho,Depok,2024-09-23,Reguler
P02555,Yanti Wijaya,Surabaya,2025-07-13,Reguler
P02556,Hana Gunawan,Jakarta Barat,2025-07-01,Reguler
P02557,Jihan Lestari,Bandung,2025-03-15,Reguler
P02558,Sari Firmansyah,Denpasar,2025-01-24,Member
P02559,Hesti Setiawan,Tangerang Selatan,2023-09-05,Reguler
P02560,Sari Kusuma,Malang,2025-03-23,Reguler
P02561,Putri Nugroho,Makassar,2024-06-30,Reguler
P02562,Citra Permana,Depok,2023-10-01,Member
P02563,Rangga Maulana,Jakarta Barat,2024-08-05,Member
P02564,Kartika Setiawan,Surabaya,2023-10-01,Reguler
P02565,Farah Gunawan,Jakarta Selatan,2024-12-24,Reguler
P02566,Joko Lestari,Bekasi,2023-10-08,Premium
P02567,Okta Setiawan,Jakarta Selatan,2025-02-18,Premium
P02568,Maya Wijaya,Bandung,2025-06-04,Reguler
P02569,Kartika Kusuma,Bekasi,2023-01-14,Reguler
P02570,Naufal Ramadhan,Jakarta Selatan,2025-09-15,Reguler
P02571,Jihan Pratama,Malang,2023-10-30,Member
P02572,Budi Halim,Jakarta Selatan,2023-11-03,Reguler
P02573,Bayu Santoso,Makassar,2025-07-08,Reguler
P02574,Nanda Rahayu,Depok,2024-02-19,Reguler
P02575,Indra Lestari,Bandung,2024-10-11,Reguler
P02576,Tono Lestari,Bekasi,2025-07-04,Reguler
P02577,Hana Lestari,Semarang,2023-12-05,Premium
P02578,Eka Gunawan,Malang,2024-02-23,Member
P02579,Kartika Setiawan,Makassar,2025-09-12,Member
P02580,Jihan Gunawan,Surabaya,2023-09-25,Reguler
P02581,Bayu Permana,Depok,2023-03-08,Reguler
P02582,Dian Aditya,Jakarta Barat,2024-09-23,Reguler
P02583,Zaki Halim,Denpasar,2023-07-23,Reguler
P02584,Lukman Santoso,Surabaya,2025-01-23,Reguler
P02585,Oki Aditya,Semarang,2025-01-12,Premium
P02586,Yanti Setiawan,Depok,2024-01-03,Member
P02587,Galih Setiawan,Tangerang Selatan,2024-11-12,Reguler
P02588,Eka Wijaya,Jakarta Selatan,2023-09-17,Member
P02589,Fajar Saputra,Makassar,2025-02-26,Member
P02590,Bayu Firmansyah,Semarang,2023-07-08,Reguler
P02591,Lukman Anggraini,Surabaya,2024-04-16,Member
P02592,Hesti Anggraini,Makassar,2024-11-04,Premium
P02593,Bayu Nugroho,Tangerang Selatan,2023-08-29,Reguler
P02594,Dian Suryani,Semarang,2024-10-24,Reguler
P02595,Naufal Firmansyah,Jakarta Barat,2024-04-07,Premium
P02596,Kartika Puspita,Tangerang Selatan,2024-03-03,Reguler
P02597,Farah Firmansyah,Denpasar,2024-09-23,Member
P02598,Mila Pratama,Makassar,2025-08-16,Reguler
P02599,Joko Aditya,Malang,2023-12-22,Reguler
P02600,Gita Suryani,Semarang,2025-09-11,Member
P02601,Kartika Permana,Surabaya,2025-06-15,Reguler
P02602,Udin Nugroho,Jakarta Barat,2024-03-28,Premium
P02603,Nanda Permana,Denpasar,2023-02-21,Reguler
P02604,Mila Santoso,Jakarta Barat,2025-06-03,Reguler
P02605,Wahyu Rahayu,Jakarta Selatan,2025-02-06,Member
P02606,Kirana Gunawan,Depok,2023-10-17,Reguler
P02607,Naufal Saputra,Bandung,2023-02-03,Member
P02608,Joko Setiawan,Tangerang Selatan,2025-01-13,Reguler
P02609,Lestari Firmansyah,Jakarta Selatan,2025-05-11,Reguler
P02610,Lukman Halim,Makassar,2024-05-14,Reguler
P02611,Budi Anggraini,Malang,2025-06-27,Reguler
P02612,Zaki Aditya,Jakarta Barat,2024-12-10,Member
P02613,Mila Halim,Makassar,2023-06-22,Member
P02614,Udin Hartono,Tangerang Selatan,2024-06-24,Member
P02615,Mila Suryani,Depok,2024-10-11,Premium
P02616,Dian Nugroho,Bekasi,2025-01-04,Reguler
P02617,Sari Ramadhan,Semarang,2025-08-22,Reguler
P02618,Galih Kusuma,Bekasi,2025-06-27,Reguler
P02619,Dewi Puspita,Semarang,2024-04-15,Premium
P02620,Irfan Nugroho,Semarang,2025-09-08,Reguler
P02621,Jihan Saputra,Bandung,2024-09-22,Reguler
P02622,Nanda Rahayu,Bandung,2024-12-22,Reguler
P02623,Tono Lestari,Jakarta Selatan,2023-10-24,Reguler
P02624,Wahyu Hartono,Bandung,2024-08-17,Member
P02625,Sari Anggraini,Bekasi,2025-06-15,Reguler
P02626,Lukman Rahayu,Tangerang Selatan,2024-09-14,Reguler
P02627,Fajar Permana,Surabaya,2025-03-27,Reguler
P02628,Nanda Wijaya,Denpasar,2024-03-10,Member
P02629,Irfan Rahayu,Malang,2025-02-28,Reguler
P02630,Okta Wijaya,Depok,2025-08-10,Member
P02631,Irfan Saputra,Surabaya,2025-09-05,Reguler
P02632,Gita Setiawan,Malang,2023-01-16,Reguler
P02633,Mila Anggraini,Jakarta Barat,2024-04-18,Member
P02634,Joko Permana,Jakarta Selatan,2023-10-14,Premium
P02635,Maya Aditya,Jakarta Selatan,2023-09-18,Member
P02636,Lestari Lestari,Malang,2024-04-17,Member
P02637,Eka Pratama,Bekasi,2023-06-07,Reguler
P02638,Zaki Suryani,Jakarta Barat,2025-08-02,Premium
P02639,Gita Kusuma,Bandung,2023-11-20,Reguler
P02640,Sari Maulana,Jakarta Selatan,2023-08-17,Reguler
P02641,Maya Rahayu,Jakarta Selatan,2024-09-24,Reguler
P02642,Mila Setiawan,Yogyakarta,2024-03-04,Member
P02643,Adi Ramadhan,Jakarta Selatan,2023-01-23,Member
P02644,Nanda Halim,Makassar,2023-01-13,Member
P02645,Maya Halim,Makassar,2023-12-23,Reguler
P02646,Adi Permana,Bekasi,2025-07-29,Member
P02647,Lukman Pratama,Jakarta Selatan,2023-06-29,Reguler
P02648,Fajar Pratama,Jakarta Barat,2023-08-27,Member
P02649,Kirana Pratama,Makassar,2024-02-02,Reguler
P02650,Mila Saputra,Depok,2025-05-17,Reguler
P02651,Jihan Nugroho,Jakarta Selatan,2024-06-17,Reguler
P02652,Eka Ramadhan,Makassar,2025-01-27,Reguler
P02653,Bayu Saputra,Jakarta Barat,2025-07-02,Reguler
P02654,Wahyu Permana,Denpasar,2024-05-22,Reguler
P02655,Mila Kusuma,Denpasar,2023-11-29,Member
P02656,Lukman Pratama,Tangerang Selatan,2025-06-21,Reguler
P02657,Eka Saputra,Jakarta Selatan,2025-07-20,Member
P02658,Hana Rahayu,Surabaya,2024-02-29,Member
P02659,Irfan Saputra,Yogyakarta,2023-02-11,Member
P02660,Hana Nugroho,Tangerang Selatan,2025-05-05,Reguler
P02661,Dewi Gunawan,Semarang,2024-10-31,Reguler
P02662,Kirana Rahayu,Jakarta Selatan,2025-09-13,Reguler
P02663,Tono Kusuma,Malang,2023-10-08,Reguler
P02664,Wahyu Hartono,Semarang,2025-04-15,Member
P02665,Sari Anggraini,Bandung,2023-06-29,Reguler
P02666,Dian Wijaya,Bekasi,2024-05-14,Reguler
P02667,Putri Ramadhan,Jakarta Barat,2024-09-23,Reguler
P02668,Wahyu Maulana,Depok,2024-02-26,Member
P02669,Hana Wijaya,Surabaya,2023-06-22,Reguler
P02670,Naufal Ramadhan,Jakarta Barat,2023-10-08,Premium
P02671,Fajar Nugroho,Bandung,2023-04-03,Member
P02672,Bayu Saputra,Tangerang Selatan,2024-11-22,Member
P02673,Mila Rahayu,Jakarta Barat,2023-01-09,Reguler
P02674,Citra Santoso,Depok,2023-12-08,Reguler
P02675,Galih Hartono,Jakarta Barat,2025-01-01,Reguler
P02676,Lukman Anggraini,Bekasi,2025-04-27,Reguler
P02677,Dian Permana,Denpasar,2025-08-02,Member
P02678,Kartika Halim,Bekasi,2023-11-21,Reguler
P02679,Eka Setiawan,Yogyakarta,2024-03-28,Member
P02680,Indra Saputra,Tangerang Selatan,2024-04-14,Reguler
P02681,Gita Setiawan,Tangerang Selatan,2024-01-16,Premium
P02682,Joko Nugroho,Jakarta Selatan,2025-05-26,Member
P02683,Zaki Suryani,Jakarta Selatan,2025-01-26,Premium
P02684,Indra Ramadhan,Jakarta Barat,2024-09-17,Member
P02685,Citra Gunawan,Yogyakarta,2024-11-13,Reguler
P02686,Adi Wijaya,Jakarta Selatan,2023-07-25,Member
P02687,Dewi Firmansyah,Bandung,2024-03-18,Member
P02688,Kirana Rahayu,Malang,2023-07-27,Reguler
P02689,Citra Nugroho,Bandung,2023-10-28,Premium
P02690,Sari Pratama,Depok,2024-12-05,Reguler
P02691,Bayu Suryani,Malang,2023-10-27,Reguler
P02692,Tono Hartono,Jakarta Barat,2024-02-11,Member
P02693,Galih Pratama,Tangerang Selatan,2023-12-15,Reguler
P02694,Hana Rahayu,Denpasar,2024-06-20,Reguler
P02695,Bayu Wijaya,Jakarta Selatan,2024-10-05,Member
P02696,Udin Firmansyah,Jakarta Selatan,2024-03-23,Member
P02697,Naufal Halim,Jakarta Selatan,2023-07-11,Reguler
P02698,Hesti Setiawan,Bekasi,2025-02-03,Reguler
P02699,Udin Nugroho,Jakarta Selatan,2025-08-05,Reguler
P02700,Naufal Nugroho,Depok,2024-07-01,Member
P02701,Kirana Kusuma,Bandung,2023-04-03,Reguler
P02702,Wahyu Anggraini,Makassar,2023-06-11,Reguler
P02703,Gita Suryani,Surabaya,2024-03-31,Reguler
P02704,Dewi Halim,Semarang,2025-03-01,Reguler
